School ID,School,Program Name,"Program Location, State",Tuition Max,Living Expenses Max,Non-Payment Periods,IR 36,IR 60,IO 36,IO 60,DEF 36,DEF 60,market_segment,Partnership Page URL,DT/OL 36,DT/OL 60,Living Expense Loan Available,Living Expense Months (Length of program)
35,Flatiron School,Software Engineering Online - Part Time,Online,16400,,13,no,no,yes,no,yes,no,SKFLSEPT,partner.ascentfunding.com/flatironschool,no,no,no,10
35,Flatiron School,Software Engineering Online - Self Paced,Online,9100,,0,yes,no,no,no,no,no,SKFLSESP,partner.ascentfunding.com/flatironschool,no,no,no,14
16,Codeup,Data Science,"San Antonio, TX",29500,,8,no,no,yes,yes,yes,yes,SFCUPDS19,partner.ascentfunding.com/codeup,no,no,no,5
16,Codeup,Full Stack Bootcamp,"Dallas, TX",27500,,8,no,no,yes,yes,yes,yes,SFCUP19,partner.ascentfunding.com/codeup,no,no,no,5
35,Flatiron School,Cybersecurity Analytics Online - Full Time,Online,16400,,7,no,no,yes,no,yes,no,SKFLCAOFT19,partner.ascentfunding.com/flatironschool,no,no,no,4
35,Flatiron School,Cybersecurity Analytics Online - Part Time,Online,16400,,11,no,no,yes,no,yes,no,SKFLCAOPT19,partner.ascentfunding.com/flatironschool,no,no,no,8
2,Alchemy Code Lab,Program in Professional Software Development,"Portland, OR",23000,10500,8,no,no,yes,yes,yes,yes,SKACLPSD20,partner.ascentfunding.com/alchemycodelab,no,no,no,5
87,Thinkful,Digital Marketing Flex,Online,6200,,6,yes,no,yes,no,no,no,SKTHDMFPT19,partner.ascentfunding.com/thinkful,yes,no,no,3
94,University of San Diego,Hybrid Unversity of San Diego Coding Bootcamp,"San Diego, CA",11910,,9,no,no,yes,yes,yes,yes,SKFSHSDCB19,partner.ascentfunding.com/usdbootcamp,no,no,no,7
22,Dartmouth College,Applied Data Science - Part Time,Online,6500,,9,no,no,yes,yes,yes,yes,SFEDADSPT19,partner.ascentfunding.com/dartmouth,no,no,no,6
92,University of North Florida,Hybrid University of North Florida Cyber Bootcamp,"Jacksonville, FL",11910,,9,no,no,yes,yes,yes,yes,SKFSHNFCB19,partner.ascentfunding.com/unfcodingbootcamp,no,no,no,7
94,University of San Diego,The University of San Diego Coding Bootcamp,"San Diego, CA",11910,,6,no,no,yes,yes,yes,yes,SKFSUSDCB19,partner.ascentfunding.com/usdbootcamp,no,no,no,3
39,Galvanize,Data Science,"Los Angeles, CA",15980,9000,6,no,no,yes,yes,yes,yes,SKGDS18,partner.ascentfunding.com/galvanize,no,no,no,3
39,Galvanize,Software Engineering (Web Development),"Los Angeles, CA",15980,9000,6,no,no,yes,yes,yes,yes,SKGWD18,partner.ascentfunding.com/galvanize,no,no,no,3
87,Thinkful,Digital Marketing Immersion,Online,8300,,4,yes,no,yes,no,no,no,SKTHDMFFT19,partner.ascentfunding.com/thinkful,yes,no,no,2
50,LearningFuze,Module One,"Irvine, CA",3995,,6,no,no,yes,yes,yes,yes,SKFUZEM119,partner.ascentfunding.com/learningfuze,no,no,no,3
50,LearningFuze,Module Two,"Irvine, CA",3995,,6,no,no,yes,yes,yes,yes,SKFUZEM219,partner.ascentfunding.com/learningfuze,no,no,no,3
50,LearningFuze,Module Three,"Irvine, CA",3995,,6,no,no,yes,yes,yes,yes,SKFUZEM319,partner.ascentfunding.com/learningfuze,no,no,no,3
50,LearningFuze,UI/UX Design Course,"Irvine, CA",2995,,6,no,no,yes,yes,yes,yes,SKFUZEUDPT20,partner.ascentfunding.com/learningfuze,no,no,no,3
87,Thinkful,Technical Project Management Immersion,Online,10000,,6,yes,no,yes,no,no,no,SKTHTPMI19,partner.ascentfunding.com/thinkful,yes,no,no,3
87,Thinkful,Technical Project Management Flex,Online,6200,,7,yes,no,yes,no,no,no,SKTHTPMF19,partner.ascentfunding.com/thinkful,yes,no,no,5
51,Louisiana State University,LSU Cyber Bootcamp - Part Time,Online,11910,,9,no,no,yes,yes,yes,yes,SKFSLCYPT19,partner.ascentfunding.com/lsubootcamp,no,no,no,7
51,Louisiana State University,LSU Coding Bootcamp - Part Time,Online,11910,,9,no,no,yes,yes,yes,yes,SKFSLCOPT19,partner.ascentfunding.com/lsubootcamp,no,no,no,7
25,devCodeCamp,Fullstack Web Development,Online,15500,,7,no,no,yes,yes,yes,yes,SFDCCFWD19,partner.ascentfunding.com/devcodecamp,no,no,no,4
3,Austin Coding Academy,Full Stack Web Development Online - Part Time,Online,10960,,12,yes,yes,yes,yes,yes,yes,SKACFSWD20,partner.ascentfunding.com/austincodingacademy,no,no,no,9
3,Austin Coding Academy,Full Stack Web Development Online - Full Time,Online,10960,10000,7,yes,yes,yes,yes,yes,yes,SKACFSWDFT20,partner.ascentfunding.com/austincodingacademy,no,no,no,4
97,We Can Code IT,RemoteCodeTM,Online,14950,4500,7,yes,yes,yes,yes,yes,yes,SKWCCRCTM20,partner.ascentfunding.com/wecancodeit,no,no,no,4
37,Framingham State University,Web Development,"Framingham, MA",11995,,7,yes,yes,yes,yes,yes,yes,SFSEFSUWD20,partner.ascentfunding.com/framinghamstate,no,no,no,5
37,Framingham State University,Data Science & Analytics,"Framingham, MA",11995,,7,yes,yes,yes,yes,yes,yes,SFSEFSUDSA20,partner.ascentfunding.com/framinghamstate,no,no,no,5
81,St Joseph’s College of Maine,Web Development,Online,11995,,7,yes,yes,yes,yes,yes,yes,SFSESJCMWD20,partner.ascentfunding.com/sjcme,no,no,no,5
98,Worcester State University,Web Development,"Worcester, MA",11995,,7,yes,yes,yes,yes,yes,yes,SFSEWSUWD20,partner.ascentfunding.com/worcesterstate,no,no,no,5
98,Worcester State University,Clinical Trial Management,"Worcester, MA",11995,,7,yes,yes,yes,yes,yes,yes,SFSEWSUCTM20,partner.ascentfunding.com/worcesterstate,no,no,no,4
50,LearningFuze,Part Time Modules 1-3,"Irvine, CA",11995,,12,no,no,yes,yes,yes,yes,SKFUZEPTM20,partner.ascentfunding.com/learningfuze,no,no,no,9
33,Epicodus,Mobile & Web Development - Remote,Online,11600,2500,9,no,no,yes,yes,yes,yes,SKEPMWDR20,partner.ascentfunding.com/epicodus,no,no,no,7
56,Momentum@Morehouse,Momentum@Morehouse,Online,15500,4500,6,no,no,yes,yes,yes,yes,SKMOMMM20,partner.ascentfunding.com/momentumatmorehouse,no,no,no,3
45,Ironhack,Web Development Online,Online,12000,5000,5,yes,no,yes,no,yes,no,SKIHWDDFT20,partner.ascentfunding.com/ironhack,no,no,no,3
9,Cal Poly Extended Education,Cal Poly Extended Education Cyber Bootcamp,Online,11910,,9,no,no,yes,yes,yes,yes,SKFSCPEECB20,partner.ascentfunding.com/calpolyextendedbootcamp,no,no,no,7
31,Emerson College,Voice Technology & Coding,"Boston, MA",11995,,7,yes,yes,yes,yes,yes,yes,SFECVTC20,partner.ascentfunding.com/emerson,no,no,no,5
27,DevMountain,iOS Development Full-Time In-Person,"Lehi, UT",9450,3000,6,no,no,yes,yes,yes,yes,SKDMIOS17,partner.ascentfunding.com/devmountain,no,no,no,4
27,DevMountain,Software Quality Assurance Full-Time In-Person,"Lehi, UT",6450,3000,4,no,no,yes,yes,yes,yes,SFDMSQA20,partner.ascentfunding.com/devmountain,no,no,no,2
27,DevMountain,UX Design Part-Time In-Person,"Lehi, UT",7450,,7,yes,yes,yes,yes,yes,yes,SFDMUDAH20,partner.ascentfunding.com/devmountain,no,no,no,4
27,DevMountain,Web Development Full-Time In-Person,"Lehi, UT",9450,3000,6,no,no,yes,yes,yes,yes,SKDMWD17,partner.ascentfunding.com/devmountain,no,no,no,4
42,Hackbright Academy,Software Engineering Fellowship,"San Francisco, CA",14650,7500,5,no,no,yes,yes,yes,yes,SKHBSEF20,partner.ascentfunding.com/hackbrightacademy,no,no,no,3
17,Coding Dojo,Online Part-time Flex Bootcamp,Online,7995,,10,no,no,yes,yes,yes,yes,SFCDOPTFB20,partner.ascentfunding.com/codingdojo,no,no,no,7
27,DevMountain,UX Design Full-Time Remote,Online,7450,3000,6,no,no,yes,yes,yes,yes,SFDMUXIR20,partner.ascentfunding.com/devmountain,no,no,no,4
41,Hack Reactor,Software Engineering,"Boulder, CO",15980,7500,6,no,no,yes,yes,yes,yes,SKHRSEA18,partner.ascentfunding.com/hackreactor,no,no,no,4
41,Hack Reactor,Software Engineering,"Phoenix, AZ",15980,7500,6,no,no,yes,yes,yes,yes,SKHRSEA18,partner.ascentfunding.com/hackreactor,no,no,no,4
41,Hack Reactor,Software Engineering,"Platte, CO",15980,7500,6,no,no,yes,yes,yes,yes,SKHRSEA18,partner.ascentfunding.com/hackreactor,no,no,no,4
41,Hack Reactor,Software Engineering,"Seattle, WA",15980,7500,6,no,no,yes,yes,yes,yes,SKHRSEA18,partner.ascentfunding.com/hackreactor,no,no,no,4
15,Codesmith,Software Engineering Immersive - Remote,Online,19350,6000,6,no,no,yes,yes,yes,yes,SKCSSEIRFT20,partner.ascentfunding.com/codesmith,no,no,no,3
15,Codesmith,Software Engineering Immersive - Part-Time,Online,19350,6000,12,no,no,yes,yes,yes,yes,SKCSSEIRPT20,partner.ascentfunding.com/codesmith,no,no,no,10
30,Eleven Fifty Academy,UX/UI Design,Online,5000,,5,no,no,yes,no,yes,no,SK1150UIUX20,partner.ascentfunding.com/elevenfifty,no,no,no,2
35,Flatiron School,Cybersecurity Engineering,"Washington, DC",18400,7500,6,no,no,yes,no,yes,no,SKFICE20,partner.ascentfunding.com/flatironschool,no,no,no,4
35,Flatiron School,Cybersecurity Engineering,"New York City, NY",18400,7500,6,no,no,yes,no,yes,no,SKFICE20,partner.ascentfunding.com/flatironschool,no,no,no,4
18,Coding Temple,Python + Data Science,Online,13495,,5,no,no,yes,yes,yes,yes,SFCTBDS20,partner.ascentfunding.com/codingtemple,no,no,no,3
21,CyberWarrior Academy,CyberWarrior Accelerated Cybersecurity Training System (ACTS),Online,19500,10000,7,no,no,yes,yes,yes,yes,SFCWAACTS20,partner.ascentfunding.com/cyberwarrior,no,no,no,5
36,Florida Atlantic University,Cyber Security,Online,6900,,10,no,no,yes,yes,yes,yes,SFQSL1CS20,partner.ascentfunding.com/fau,no,no,no,7
36,Florida Atlantic University,Web Development,Online,5400,,10,no,no,yes,yes,yes,yes,SFQSL1WD20,partner.ascentfunding.com/fau,no,no,no,7
36,Florida Atlantic University,Data Science,Online,7400,,10,no,no,yes,yes,yes,yes,SFQSL1DS20,partner.ascentfunding.com/fau,no,no,no,7
36,Florida Atlantic University,Data Analytics,Online,6400,,10,no,no,yes,yes,yes,yes,SFQSL1DA20,partner.ascentfunding.com/fau,no,no,no,7
4,Becker College,Cyber Security,Online,6900,,10,no,no,yes,yes,yes,yes,SFQSL4CS20,partner.ascentfunding.com/becker,no,no,no,7
4,Becker College,Web Development,Online,5400,,10,no,no,yes,yes,yes,yes,SFQSL4WD20,partner.ascentfunding.com/becker,no,no,no,7
4,Becker College,Data Science,Online,7400,,10,no,no,yes,yes,yes,yes,SFQSL4DS20,partner.ascentfunding.com/becker,no,no,no,7
4,Becker College,Data Analytics,Online,6400,,10,no,no,yes,yes,yes,yes,SFQSL4DA20,partner.ascentfunding.com/becker,no,no,no,7
64,Northeastern Illinois University,Cyber Security,Online,6900,,10,no,no,yes,yes,yes,yes,SFQSL5CS20,partner.ascentfunding.com/neiu,no,no,no,7
64,Northeastern Illinois University,Web Development,Online,5400,,10,no,no,yes,yes,yes,yes,SFQSL5WD20,partner.ascentfunding.com/neiu,no,no,no,7
64,Northeastern Illinois University,Data Science,Online,7400,,10,no,no,yes,yes,yes,yes,SFQSL5DS20,partner.ascentfunding.com/neiu,no,no,no,7
64,Northeastern Illinois University,Data Analytics,Online,6400,,10,no,no,yes,yes,yes,yes,SFQSL5DA20,partner.ascentfunding.com/neiu,no,no,no,7
17,Coding Dojo,Online Part-Time (1 Stack),Online,7995,,7,no,no,yes,yes,yes,yes,SFCDOPT1S20,partner.ascentfunding.com/codingdojo,no,no,no,4
17,Coding Dojo,Online Part-Time (2 Stacks),Online,11995,,9,no,no,yes,yes,yes,yes,SFCDOPT2S20,partner.ascentfunding.com/codingdojo,no,no,no,6
17,Coding Dojo,Online Part-Time (3 Stacks),Online,15995,,11,no,no,yes,yes,yes,yes,SFCDOPT3S20,partner.ascentfunding.com/codingdojo,no,no,no,8
12,Career Foundry,Advanced UX Program,Online,8500,,0,yes,yes,no,no,no,no,SFCFAUP20,partner.ascentfunding.com/careerfoundry,no,no,no,13
12,Career Foundry,Data Analytics Program,Online,6900,,13,yes,yes,yes,yes,yes,yes,SFCFDAP20,partner.ascentfunding.com/careerfoundry,no,no,no,10
83,Tech Elevator,Tech Elevator Remote Program,Online,15500,4000,6,no,no,yes,yes,yes,yes,SFTERP20,partner.ascentfunding.com/techelevator,no,no,no,4
42,Hackbright Academy,Software Engineering Fellowship Part Time Remote,Online,12650,,9,no,no,yes,yes,yes,yes,SKHBPTR20,partner.ascentfunding.com/hackbrightacademy,no,no,no,7
23,Data Science Dojo,Practicum,Online,10000,,9,yes,yes,yes,yes,yes,yes,FSDSDPDSBIE20,partner.ascentfunding.com/datasciencedojo,no,no,no,7
23,Data Science Dojo,Remote,Online,3799,,6,yes,yes,yes,yes,yes,yes,FSDSDPDSB20,partner.ascentfunding.com/datasciencedojo,no,no,no,4
50,LearningFuze,Remote Full Immersion Program,Online,13995,4500,6,no,no,yes,yes,yes,yes,SKFUZERFIP20,partner.ascentfunding.com/learningfuze,no,no,no,4
28,DigitalCrafts,Full Stack Flex (Online),Online,9950,,0,yes,yes,no,no,no,no,SFDCFSFO20,partner.ascentfunding.com/digitalcrafts,no,no,no,7
28,DigitalCrafts,Full Stack Immersive (Online),Online,14950,,7,no,no,yes,yes,yes,yes,SFDCFSIO20,partner.ascentfunding.com/digitalcrafts,no,no,no,4
11,Caltech,Caltech Cyber Bootcamp (Full Time),Online,13980,,6,no,no,yes,yes,yes,yes,SKFSCCB20,partner.ascentfunding.com/caltech,no,no,no,3
11,Caltech,Caltech Cyber Bootcamp (Part Time),Online,13980,,9,no,no,yes,yes,yes,yes,SKFSCCBH20,partner.ascentfunding.com/caltech,no,no,no,7
28,DigitalCrafts,Full Stack Flex,"Seattle, WA",10950,,0,yes,yes,no,no,no,no,SFDCFX17,partner.ascentfunding.com/digitalcrafts,no,no,no,7
45,Ironhack,Part-Time Web Development Online,Online,12000,,9,yes,no,yes,no,yes,no,SFIHPTWDO20,partner.ascentfunding.com/ironhack,no,no,no,6
76,Sabio/National,Sabio / National University Coding Program ,Online,13500,6000,6,yes,yes,yes,yes,yes,yes,SKSABCPNU20,partner.ascentfunding.com/sabionational,no,no,no,4
93,University of Oklahoma,OU Outreach Coding Bootcamp (Part Time),Online,11910,,9,no,no,yes,yes,yes,yes,SKFSOUOCODB20,partner.ascentfunding.com/oubootcamp,no,no,no,7
93,University of Oklahoma,OU Outreach Cyber Bootcamp (Part Time),Online,11910,,9,no,no,yes,yes,yes,yes,SKFSOUOCYBB20,partner.ascentfunding.com/oubootcamp,no,no,no,7
76,Sabio/National,Sabio / National University Coding Program ,"Culver City, CA",13500,6000,6,yes,yes,yes,yes,yes,yes,SKSABCPNU20,partner.ascentfunding.com/sabionational,no,no,no,4
76,Sabio/National,Sabio / National University Coding Program ,"Irvine, CA",13500,6000,6,yes,yes,yes,yes,yes,yes,SKSABCPNU20,partner.ascentfunding.com/sabionational,no,no,no,4
76,Sabio/National,Sabio / National University Coding Program ,"Los Angeles, CA",13500,6000,6,yes,yes,yes,yes,yes,yes,SKSABCPNU20,partner.ascentfunding.com/sabionational,no,no,no,4
51,Louisiana State University,LSU Cyber Bootcamp - Full Time,Online,11910,,6,no,no,yes,yes,yes,yes,SKFSLCYFT20,partner.ascentfunding.com/lsubootcamp,no,no,no,3
17,Coding Dojo,Onsite Bootcamp,"Boise, ID",15995,,6,no,no,yes,yes,yes,yes,SKCD17,partner.ascentfunding.com/codingdojo,no,no,no,4
39,Galvanize,Data Science,"San Jose, CA",15980,12000,6,no,no,yes,yes,yes,yes,SKGDS18,partner.ascentfunding.com/galvanize,no,no,no,3
39,Galvanize,Software Engineering (Web Development),"San Jose, CA",15980,12000,6,no,no,yes,yes,yes,yes,SKGWD18,partner.ascentfunding.com/galvanize,no,no,no,3
39,Galvanize,Remote Data Science - Part Time,Online,15980,,12,no,no,yes,yes,yes,yes,SKGRDSPT20,partner.ascentfunding.com/galvanize,no,no,no,9
41,Hack Reactor,Software Engineering,"San Jose, CA",15980,7500,6,no,no,yes,yes,yes,yes,SKHRSEA18,partner.ascentfunding.com/hackreactor,no,no,no,4
46,Kellogg School of Management,Professional Certificate in Digital Marketing,Online,6500,,9,no,no,yes,yes,yes,yes,SFEKPCDM20,partner.ascentfunding.com/kellogg,no,no,no,7
47,Kenzie Academy,UX Design Part-Time,Online,10900,,9,yes,yes,yes,yes,yes,yes,SKFKAUDPT20,partner.ascentfunding.com/kenzie,no,no,no,6
27,DevMountain,Web Development Part-Time Remote,Online,7450,,0,yes,yes,no,no,no,no,SKDMWDPTR20,partner.ascentfunding.com/devmountain,no,no,no,10
96,Virgina Tech,Virginia Tech Cyber Bootcamp,Online,11910,,9,no,no,yes,yes,yes,yes,SFFSVTCYBB20,partner.ascentfunding.com/vatechbootcamp,no,no,no,7
96,Virgina Tech,Virginia Tech Coding Bootcamp,Online,11910,,9,no,no,yes,yes,yes,yes,SFFSVTCODB20,partner.ascentfunding.com/vatechbootcamp,no,no,no,7
27,DevMountain,Web Development Part-Time In-Person,"Lehi, UT",9450,,0,yes,yes,no,no,no,no,SKDMWDPTIP20,partner.ascentfunding.com/devmountain,no,no,no,10
27,DevMountain,Software Quality Assurance Part-Time Remote,Online,4450,,6,no,no,yes,yes,yes,yes,SKDMSQAPTR20,partner.ascentfunding.com/devmountain,no,no,no,3
27,DevMountain,Software Quality Assurance Part-Time In-Person,"Lehi, UT",6450,,6,no,no,yes,yes,yes,yes,SKDMSQAPTIP20,partner.ascentfunding.com/devmountain,no,no,no,3
73,Codeup Cloud Academy,Cyber Cloud,"San Antonio, TX",17000,,6,yes,no,yes,no,yes,no,RSCACC20,partner.ascentfunding.com/cca,no,no,no,4
33,Epicodus,Mobile & Web Development Part-Time,"Portland, OR",11600,2500,13,no,no,yes,yes,yes,yes,SKEPMWDPT20,partner.ascentfunding.com/epicodus,no,no,no,10
33,Epicodus,Mobile & Web Development Part-Time,"Seattle, WA",11600,2500,13,no,no,yes,yes,yes,yes,SKEPMWDPT20,partner.ascentfunding.com/epicodus,no,no,no,10
33,Epicodus,Mobile & Web Development Part-Time - Remote,Online,11600,2500,13,no,no,yes,yes,yes,yes,SKEPMWDPTR20,partner.ascentfunding.com/epicodus,no,no,no,10
32,Emory University,Emory University Coding Bootcamp - Part Time,Online,10490,,9,no,no,yes,yes,yes,yes,SKFEUCBPT20,partner.ascentfunding.com/emorybootcamp,no,no,no,7
32,Emory University,Emory University Cyber Bootcamp - Part Time,Online,10490,,9,no,no,yes,yes,yes,yes,SKFEUCYBPT20,partner.ascentfunding.com/emorybootcamp,no,no,no,7
77,Saint Joseph's University,Saint Joseph's University Coding Certificate Bootcamp,Online,11995,,7,yes,yes,yes,yes,yes,yes,SKFSJUCCB20,partner.ascentfunding.com/stjosephs,no,no,no,5
90,University of Hartford,University of Hartford Coding Certificate Bootcamp,Online,11995,,7,yes,yes,yes,yes,yes,yes,SKFUHCCB20,partner.ascentfunding.com/hartford,no,no,no,5
59,New Horizons Orlando or New Horizons Tampa,Cyber Security IT Professional Program,"Orlando, FL",12995,,4,yes,yes,yes,yes,yes,yes,SKFNHOCSIPP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,2
59,New Horizons Orlando or New Horizons Tampa,CISCO CCNA,"Orlando, FL",5990,,3,yes,yes,yes,yes,yes,yes,SKFNHOCC20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Project Management Professional (PMP),"Orlando, FL",5398,,3,yes,yes,yes,yes,yes,yes,SKFNHOPMP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Cyber Security IT Professional Program,Online,12995,,4,yes,yes,yes,yes,yes,yes,SKFNHOCSIPP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,2
