School ID,School,Program Name,"Program Location, State",Tuition Max,Living Expenses Max,Non-Payment Periods,IR 36,IR 60,IO 36,IO 60,DEF 36,DEF 60,market_segment,Partnership Page URL,DT/OL 36,DT/OL 60,Living Expense Loan Available,Living Expense Months (Length of program)
59,New Horizons Orlando or New Horizons Tampa,CISCO CCNA,Online,5990,,3,yes,yes,yes,yes,yes,yes,SKFNHOCC20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Project Management Professional (PMP),Online,5398,,3,yes,yes,yes,yes,yes,yes,SKFNHOPMP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Cyber Security IT Professional Program,"Tampa, FL",12995,,4,yes,yes,yes,yes,yes,yes,SKFNHTCSIPP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,2
59,New Horizons Orlando or New Horizons Tampa,CISCO CCNA,"Tampa, FL",5990,,3,yes,yes,yes,yes,yes,yes,SKFNHTCC20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Project Management Professional (PMP),"Tampa, FL",5398,,3,yes,yes,yes,yes,yes,yes,SKFNHTPMP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Cyber Security IT Professional Program,Online,12995,,4,yes,yes,yes,yes,yes,yes,SKFNHTCSIPP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,2
59,New Horizons Orlando or New Horizons Tampa,CISCO CCNA,Online,5990,,3,yes,yes,yes,yes,yes,yes,SKFNHTCC20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
59,New Horizons Orlando or New Horizons Tampa,Project Management Professional (PMP),Online,5398,,3,yes,yes,yes,yes,yes,yes,SKFNHTPMP20,partner.ascentfunding.com/nhflcenpangulf,no,no,no,1
82,Suncoast Developers Guild,Web Development (Night Shift),Online,13900,3500,12,no,no,yes,yes,yes,yes,SKSCNS20,partner.ascentfunding.com/suncoast,no,no,no,9
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,"Wilkes-Barre, PA",21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPWMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,"Wilkes-Barre, PA",15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPWISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,"Wilkes-Barre, PA",6980,,7,yes,yes,yes,yes,no,no,SKFNHPWCNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,"Wilkes-Barre, PA",4994,,6,yes,yes,yes,yes,no,no,SKFNHPWCOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,"Wilkes-Barre, PA",5990,,7,yes,yes,yes,yes,no,no,SKFNHPWGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,Online,21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPWMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,Online,15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPWISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,Online,6980,,7,yes,yes,yes,yes,no,no,SKFNHPWCNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,Online,4994,,6,yes,yes,yes,yes,no,no,SKFNHPWCOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,Online,5990,,7,yes,yes,yes,yes,no,no,SKFNHPWGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,"Allentown, PA",21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPAMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,"Allentown, PA",15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPAISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,"Allentown, PA",6980,,7,yes,yes,yes,yes,no,no,SKFNHPACNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,"Allentown, PA",4994,,6,yes,yes,yes,yes,no,no,SKFNHPACOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,"Allentown, PA",5990,,7,yes,yes,yes,yes,no,no,SKFNHPAGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,Online,21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPAMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,Online,15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPAISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,Online,6980,,7,yes,yes,yes,yes,no,no,SKFNHPACNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,Online,4994,,6,yes,yes,yes,yes,no,no,SKFNHPACOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,Online,5990,,7,yes,yes,yes,yes,no,no,SKFNHPAGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,"Reading, PA",21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPRMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,"Reading, PA",15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPRISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,"Reading, PA",6980,,7,yes,yes,yes,yes,no,no,SKFNHPRCNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,"Reading, PA",4994,,6,yes,yes,yes,yes,no,no,SKFNHPRCOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,"Reading, PA",5990,,7,yes,yes,yes,yes,no,no,SKFNHPRGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",MIS Network Administrator,Online,21693,,10,yes,yes,yes,yes,yes,yes,SKFNHPRMNA20,partner.ascentfunding.com/nhnepa,no,no,no,7
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",IT Systems Administrator,Online,15193,,9,yes,yes,yes,yes,yes,yes,SKFNHPRISA20,partner.ascentfunding.com/nhnepa,no,no,no,6
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computer & Network Support Technician,Online,6980,,7,yes,yes,yes,yes,no,no,SKFNHPRCNST20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Computerized Office Support,Online,4994,,6,yes,yes,yes,yes,no,no,SKFNHPRCOS20,partner.ascentfunding.com/nhnepa,no,no,no,4
58,"New Horizons Wilkes-Barre, New Horizons Allentown, or New Horizons Reading",Graphic Web Designer,Online,5990,,7,yes,yes,yes,yes,no,no,SKFNHPRGWD20,partner.ascentfunding.com/nhnepa,no,no,no,4
54,MIT,Professional Certificate in Coding,Online,6500,,11,no,no,yes,yes,yes,yes,SFEMPCC20,partner.ascentfunding.com/mit,no,no,no,8
67,NYU’s Tandon School of Engineering - Professional Certificate in UX & Emerging Interaction Design,Professional Certificate in UX & Emerging Interaction Design,Online,7000,,10,no,no,yes,yes,yes,yes,SFENUEID20,partner.ascentfunding.com/nyutandon,no,no,no,7
17,Coding Dojo,Part-Time Online Data Science,Online,4995,,6,no,no,yes,yes,yes,yes,SFCDOPTDS20,partner.ascentfunding.com/codingdojo,no,no,no,3
83,Tech Elevator,Tech Elevator Program,"Charlotte, NC",15500,4000,6,no,no,yes,yes,yes,yes,SFTE17A,partner.ascentfunding.com/techelevator,no,no,no,4
83,Tech Elevator,Tech Elevator Program,"Chicago, IL",15500,4000,6,no,no,yes,yes,yes,yes,SFTE17A,partner.ascentfunding.com/techelevator,no,no,no,4
53,Metis,Data Analytics Bootcamp,Online,9000,,4,no,no,yes,yes,yes,yes,SKMETADAB20,partner.ascentfunding.com/thisismetis,no,no,no,2
53,Metis,Data Science & Engineering Bootcamp,Online,14500,,5,no,no,yes,yes,yes,yes,SKMETADSEB2,partner.ascentfunding.com/thisismetis,no,no,no,3
53,Metis,Data Science Bootcamp,Online,14500,,5,no,no,yes,yes,yes,yes,SKMETADSB20,partner.ascentfunding.com/thisismetis,no,no,no,3
53,Metis,Data Science & Machine Learning Bootcamp,Online,18500,,6,no,no,yes,yes,yes,yes,SKMETADSMLB,partner.ascentfunding.com/thisismetis,no,no,no,4
53,Metis,Exploratory Data Analysis,Online,3500,,3,yes,no,yes,no,no,no,SKMETAEDA20,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Linear Regression & Web Scraping,Online,3500,,3,yes,no,yes,no,no,no,SKMETALRWS2,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Business Fundamental For Data Practitioners,Online,3500,,3,yes,no,yes,no,no,no,SKMETABFFDP,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Introduction to Data Engineering,Online,3500,,3,yes,no,yes,no,no,no,SKMETAIDE20,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Machine Learning Classification,Online,3500,,3,yes,no,yes,no,no,no,SKMETAMLC20,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Natural Language Processing & Unsupervised Learning,Online,3500,,3,yes,no,yes,no,no,no,SKMETANLPUL,partner.ascentfunding.com/thisismetis,no,no,no,1
53,Metis,Deep Learning Fundamentals,Online,3500,,3,yes,no,yes,no,no,no,SKMETADLF20,partner.ascentfunding.com/thisismetis,no,no,no,1
14,Code Fellows,Cybersecurity Daytime,Online,23000,6000,7,no,no,yes,yes,yes,yes,SKCSFT20,partner.ascentfunding.com/codefellows,no,no,no,5
14,Code Fellows,Cybersecurity Nights & Weekends,Online,23000,,0,yes,yes,no,no,no,no,SFCSNWPT20,partner.ascentfunding.com/codefellows,no,no,no,9
34,Evolve Security Academy,OSCP Bootcamp,Online,8250,,7,no,no,yes,yes,yes,yes,SFEVOSCPB20,partner.ascentfunding.com/evolveacademy,no,no,no,5
84,The Data Incubator,The Data Science Fellowship Program,Online,9500,,5,yes,yes,yes,yes,yes,yes,SFTDIDSFP21,partner.ascentfunding.com/thedataincubator,no,no,no,2
91,University of Illinois Chicago,UIC Coding Bootcamp - Part Time,Online,12910,,9,no,no,yes,yes,yes,yes,SFFSUCBPT121,partner.ascentfunding.com/uicbootcamp,no,no,no,7
91,University of Illinois Chicago,UIC Coding Bootcamp - Full Time,Online,12910,,9,no,no,yes,yes,yes,yes,SFFSUCBFT121,partner.ascentfunding.com/uicbootcamp,no,no,no,7
91,University of Illinois Chicago,UIC Cyber Bootcamp - Part Time,Online,12910,,9,no,no,yes,yes,yes,yes,SFFSUCBPT221,partner.ascentfunding.com/uicbootcamp,no,no,no,7
47,Kenzie Academy,Software Engineering,Online,19900,,0,no,no,no,no,no,no,SKFKASE20,partner.ascentfunding.com/kenzie,yes,yes,no,9
80,Springboard,Data Science Career Track Plus,Online,11639.5,,0,no,no,no,no,no,no,SFSBDSCTP21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,UI/UX Design Career Track,Online,11639.5,,0,no,no,no,no,no,no,SFSBUIDCT21,partner.ascentfunding.com/springboard,yes,no,no,10
80,Springboard,UX Design Career Track,Online,7732.5,,0,no,no,no,no,no,no,SFSBUXDCT21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,Data Engineering Career Track,Online,9604.5,,0,no,no,no,no,no,no,SFSBDECT21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,Cyber Security Career Track,Online,11639.5,,0,no,no,no,no,no,no,SFSBCSCT21,partner.ascentfunding.com/springboard,yes,no,no,7
78,San Jose State University,SJSU Coding Bootcamp - Part Time,Online,11995,,9,no,no,yes,yes,yes,yes,SFFSSJSUCBPT121,partner.ascentfunding.com/sjsubootcamp,no,no,no,7
78,San Jose State University,SJSU Cyber Bootcamp - Part Time,Online,11995,,9,no,no,yes,yes,yes,yes,SFFSSJSUCBPT221,partner.ascentfunding.com/sjsubootcamp,no,no,no,7
66,NYU’s Tandon School of Engineering - Professional Certificate in AR/VR Development and 3D Graphics,Professional Certificate in AR/VR Development and 3D Graphics,Online,7000,,10,no,no,yes,yes,yes,yes,SFENAVD3D21,partner.ascentfunding.com/nyutandonar,no,no,no,7
46,Kellogg School of Management,Kellogg Accelerated Marketing Leadership Program,Online,9500,,9,no,no,yes,yes,yes,yes,SFEKAMLP21,partner.ascentfunding.com/kellogg,no,no,no,7
46,Kellogg School of Management,Professional Certificate In Product Management,Online,5500,,8,no,no,yes,yes,yes,yes,SFEKCPM21,partner.ascentfunding.com/kellogg,no,no,no,6
52,MAX Technical Training,MAXimum Coding Bootcamp,"Cincinnati, OH",15500,3000,6,no,no,yes,yes,yes,yes,SFMTTMAXCB21,partner.ascentfunding.com/maxtrain,no,no,no,4
69,Parsity,Remote Full Stack Software Engineering,Online,7900,,6,no,no,yes,yes,yes,yes,SFPRFSSE21,partner.ascentfunding.com/parsity,no,no,no,4
19,Colorado State University,CSU Professional Education Cyber Bootcamp - Part Time,Online,11490,,9,no,no,yes,yes,yes,yes,SFFSCSUPECB121,partner.ascentfunding.com/csubootcamp,no,no,no,7
19,Colorado State University,CSU Professional Education Coding Bootcamp - Part Time,Online,11490,,9,no,no,yes,yes,yes,yes,SFFSCSUPECB221,partner.ascentfunding.com/csubootcamp,no,no,no,7
10,"California State University, East Bay",Cal State East Bay Cyber Bootcamp - Part Time,Online,11995,,9,no,no,yes,yes,yes,yes,SFFSCSUEBCB121,partner.ascentfunding.com/csuebbootcamp,no,no,no,7
10,"California State University, East Bay",Cal State East Bay Coding Bootcamp - Part Time,Online,11995,,9,no,no,yes,yes,yes,yes,SFFSCSUEBCB221,partner.ascentfunding.com/csuebbootcamp,no,no,no,7
50,LearningFuze,Data Science Full Immersion Program,Online,12995,4500,6,no,no,yes,yes,yes,yes,SKFUZEDSFIP21,partner.ascentfunding.com/learningfuze,no,no,no,3
38,Fullstack Academy,Data Analytics  - Full Time,Online,14500,,5,no,no,yes,yes,yes,yes,SKFSDAFT21,partner.ascentfunding.com/fullstackacademy,no,no,no,3
38,Fullstack Academy,Data Analytics  - Part Time,Online,14500,,9,no,no,yes,yes,yes,yes,SKFSDAPT21,partner.ascentfunding.com/fullstackacademy,no,no,no,7
55,Momentum Learning,Momentum's Software Engineering Part-Time,Online,12000,,9,no,no,yes,yes,yes,yes,SKMOMSEPT21,partner.ascentfunding.com/momentumlearn,no,no,no,6
100,University of Vermont,University of Vermont Coding Bootcamp,Online,11995,,8,yes,yes,yes,yes,yes,yes,SFSEUVCB21,partner.ascentfunding.com/vermont,no,no,no,5
77,Saint Joseph's University,Saint Joseph's University Clinical Trial Management Certificate Program,Online,9995,,7,yes,yes,yes,yes,yes,yes,SFSESJUCTMC21,partner.ascentfunding.com/stjosephs,no,no,no,4
80,Springboard,Data Science Career Track,Online,9604.5,,0,no,no,no,no,no,no,SFSBDSCT21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,Data Analytics Career Track,Online,8139.5,,0,no,no,no,no,no,no,SFSBDACT21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,Machine Learning Engineering Career Track,Online,9604.5,,0,no,no,no,no,no,no,SFSBMLECT21,partner.ascentfunding.com/springboard,yes,no,no,7
80,Springboard,Software Engineering Career Track,Online,11224.5,,0,no,no,no,no,no,no,SFSBSECT21,partner.ascentfunding.com/springboard,yes,no,no,10
101,Virtanza,Professional Sales Ready,Online,5600,,6,yes,yes,yes,yes,yes,yes,SFVPSR21,partner.ascentfunding.com/virtanza,no,no,no,4
101,Virtanza,Sales & The Art of Persuasion,Online,2850,,4,yes,no,yes,no,no,no,SFVSAP21,partner.ascentfunding.com/virtanza,no,no,no,1
101,Virtanza,Sales Certificate,Online,12150,,6,yes,yes,yes,yes,yes,yes,SFVSC21,partner.ascentfunding.com/virtanza,no,no,no,4
101,Virtanza,Sales Fundamentals For Entrepreneurs,Online,3950,,4,yes,yes,yes,yes,yes,yes,SFVSFE21,partner.ascentfunding.com/virtanza,no,no,no,2
101,Virtanza,Sales Management One,Online,4500,,6,yes,yes,yes,yes,yes,yes,SFVSMO21,partner.ascentfunding.com/virtanza,no,no,no,3
101,Virtanza,Sales Management Two,Online,4500,,6,yes,yes,yes,yes,yes,yes,SFVSMT21,partner.ascentfunding.com/virtanza,no,no,no,4
101,Virtanza,Specialized Sales Study,Online,8100,,6,yes,yes,yes,yes,yes,yes,SFVSSS21,partner.ascentfunding.com/virtanza,no,no,no,4
101,Virtanza,Technology Sales Bootcamp,Online,15000,,6,yes,yes,yes,yes,yes,yes,SFVTSB21,partner.ascentfunding.com/virtanza,no,no,no,4
101,Virtanza,Technology Sales Certificate,Online,10500,,6,yes,yes,yes,yes,yes,yes,SFVTSC21,partner.ascentfunding.com/virtanza,no,no,no,4
102,University of Wisconsin-Madison,University of Wisconsin-Madison Cybersecurity Bootcamp,Online,17500,,13,yes,yes,yes,yes,yes,yes,SFHUUWMCB21,partner.ascentfunding.com/wisc,no,no,no,10
38,Fullstack Academy,Grace Hopper Program,"New York City, NY",17910,6500,6,no,no,yes,yes,yes,yes,SKFSGHP21,partner.ascentfunding.com/fullstackacademy,no,no,no,4
27,DevMountain,DevMountain Full-Time 16 Weeks In-Person,"Dallas, TX",9751,3000,7,no,no,yes,yes,yes,yes,SKDMFSIP21,partner.ascentfunding.com/devmountain,no,no,no,4
27,DevMountain,DevMountain Full-Time 16 Weeks In-Person,"Lehi, UT",9751,3000,7,no,no,yes,yes,yes,yes,SKDMFSIP21,partner.ascentfunding.com/devmountain,no,no,no,4
27,DevMountain,DevMountain Full-Time 16 Weeks Remote,Online,7751,3000,7,no,no,yes,yes,yes,yes,SKDMFSR21,partner.ascentfunding.com/devmountain,no,no,no,4
17,Coding Dojo,Online Part-Time Cybersecurity Bootcamp,Online,16495,,9,no,no,yes,yes,yes,yes,SFCDOPTCB21,partner.ascentfunding.com/codingdojo,no,no,no,6